Timestamp,WW_supply_flow,WW_ammonia_measurement,WW_Secondary_Sediment_Flow,WW_effluent_flow_measurement_,WW_effluent_recirculation_flow_measurment,WW_dry_substance_measurement,WW_sec_Sediment_dry_substance_measurement,WW_effluent_jack_Flow,WW_section_1_air_flow_measurement,WW_section_2_air_flow_measurement,WW_section_3_air_flow_measurement,WW_Settled_Solids,WW_Precipitate_mm,WW_nitrate_measurement_BLT_4_comp__3,WW_nitrate_measurement_BLT_4_comp__5_of_9,WW_nitrate_measurement_BLT_4_comp__6_of_10,WW_nitrate_measurement_Before_Aeration,WW_Aeration_Point_BLT_4_comp__10_,WW_Aeration_Point_BLT_4_comp__3,WW_Aeration_Point_BLT_4_comp__4,WW_Aeration_Point_BLT_4_comp__5_,WW_Aeration_Point_BLT_4_comp__6,WW_Aeration_Point_BLT_4_comp__7,WW_Aeration_Point_BLT_4_comp__8_,WW_Aeration_Point_BLT_4_comp__9,WW_Temperature_Measurement_BLT_4,WW_Turbid_Measurement,WW_Oxygen_Measurement_BLT_4_comp__10,WW_Oxygen_Measurement_BLT_4_comp__4,WW_Oxygen_Measurement_BLT_4_comp__6,WW_Oxygen_Measurement_BLT_4_comp__8,WW_Oxygen_Measurement__Before_Aeration_Section_2_
2/10/2007 15:00,4377.31,0,-0.0405093,2986,6114,3.93142,6.3403,9948.28,1211,3781,3250,470,1,1.27503,0.73423,1.21734,0,55.1674,0,0,0,0,48.1913,61.5421,56.6107,18.0266,1.325,2.1277,0.0231481,0.0173611,1.24132,5
2/10/2007 15:10,4377.31,0,-0.0405093,2986,6114,3.90104,6.12031,9948.28,1211,3781,3250,470,1,1.08116,0.795718,1.04698,0,54.5259,0,0,0,0,56.7912,43.3,55.2877,18.0266,1.325,1.99508,0.0231481,0.0173611,1.0706,5
2/10/2007 15:20,4376.74,0,72.7141,2986,6114,3.88657,6.07139,9946.97,1211,3781,3250,470,1,1.28082,0.821108,1.1811,0,53.6038,0,0,0,0,49.1936,51.3185,55.4481,18.0317,1.325,1.9485,0.0231481,0.0173611,1.27894,5
2/10/2007 15:30,4374.81,0,71.3908,2986,6114,3.88272,6.068,9942.6,1211,3781,3250,470,1,1.38484,0.762273,1.12541,0,52.4411,0,0,0,0,50.8775,51.6794,54.6462,18.0389,1.325,1.92057,0.0231481,0.0173611,1.22685,5
2/10/2007 15:40,4372.88,0,70.6076,2886,6114,3.87886,6.31366,9938.23,1211,3781,3250,470,1,1.43945,0.703438,1.04484,0,54.2987,0,0,0,0,51.2383,45.3046,53.7842,18.0462,1.325,1.92274,0.0231481,0.0173611,1.25868,5
2/10/2007 15:50,4370.95,0,71.7014,2886,6114,3.875,6.10233,9933.86,1211,3781,3250,470,1,1.49407,0.644604,0.964274,0,54.4056,0,0,0,0,55.2877,58.8158,55.0872,18.0534,1.325,1.75492,0.023341,0.0168789,1.09568,5
2/10/2007 16:00,4369.02,0,-0.0405093,2886,6114,3.87114,6.2759,9929.49,1211,3781,3250,470,1,1.28832,0.585769,0.883708,0,53.4835,0,0,0,0,51.9199,44.2221,55.3812,18.0606,1.325,1.68403,0.0238233,0.0163966,1.28183,5
2/10/2007 16:10,4367.09,0,71.3571,2886,6114,3.86728,6.09064,9925.11,1211,3781,3250,470,1,1.40157,0.603901,1.18424,0,53.4033,0,0,0,0,49.6881,48.7927,55.4781,18.0679,1.325,1.59722,0.0243056,0.0159144,1.09664,5
2/10/2007 16:20,4366.32,0,71.6609,2886,6114,3.86671,6.24964,9924.86,1211,3781,3250,470,1,1.31478,0.641276,1.40734,0,54.4725,0,0,0,0,47.0687,53.4434,51.6393,18.0768,1.325,1.58275,0.0247878,0.0154321,1.16464,5
2/10/2007 16:30,4368.25,0.00289352,71.9444,2886,6114,3.87635,6.10088,9934.2,1211,3781,3250,470,1,1.30252,0.678651,0.780165,0,52.7218,0,0,0,0,49.9554,48.2715,55.5784,18.0864,1.325,1.48727,0.0252701,0.0149498,1.19213,5
2/10/2007 16:40,4370.18,0.0101273,-0.0405093,2886,6114,3.886,6.1727,9943.55,1211,3781,3250,470,1,1.35894,0.716025,1.31337,0,53.5236,0,0,0,0,56.5306,43.4203,57.6131,18.0961,1.325,1.49016,0.0257523,0.0144676,1.07407,5
2/10/2007 16:50,4372.11,0.0173611,-0.0405093,2886,6114,3.89564,6.18236,9952.89,1211,3781,3250,470,1,1.41536,0.724089,1.074,0,54.546,0,0,0,0,48.071,49.3139,56.016,18.1057,1.325,1.33391,0.0268133,0.0149498,1.16956,5
2/10/2007 17:00,4374.04,0.0245949,-0.0405093,2886,6114,3.90529,6.36863,9962.23,1211,3781,3250,470,1,1.45562,0.663759,0.604601,0,54.546,0,0,0,0,50.9978,47.5899,52.0803,18.1154,1.325,1.4728,0.0287423,0.0154321,1.2066,5
2/10/2007 17:10,4375.96,0.0318287,-0.0405093,2886,6114,3.91493,6.18562,9971.58,1211,3781,3250,470,1,1.43121,0.603429,0.995226,0,55.3278,0,0,0,0,51.0579,55.3278,54.9269,18.125,1.325,1.41782,0.0306713,0.0159144,1.11979,5
2/10/2007 17:20,4376.74,0.0390625,-0.0405093,2886,6114,3.92332,6.25796,9975.32,1211,3781,3250,470,1,1.40679,0.7398,1.45095,0,53.4134,0,0,0,0,49.4743,45.4249,58.0541,18.1245,1.325,1.35417,0.0326003,0.0163966,1.01563,5
2/10/2007 17:30,4374.81,0.0503472,-0.0405093,2886,6114,3.92043,6.08459,9965.97,1211,3781,3250,470,1,1.38238,0.649306,1.62706,0,53.9646,0,0,0,0,46.9752,55.0471,56.2098,18.1197,1.325,1.49306,0.0345293,0.0168789,1.1603,5
2/10/2007 17:40,4372.88,0.0677083,-0.0405093,2886,6114,3.91753,6.26143,9956.63,1211,3781,3250,470,1,1.35796,0.619575,1.7627,0,52.8019,0,0,0,0,51.7595,44.9839,55.5282,18.1149,1.325,1.46412,0.0364583,0.0173611,1.01273,5
2/10/2007 17:50,4370.95,0.0850694,-0.0405093,2886,6114,3.91464,6.11381,9947.28,1200,3781,3250,470,1,1.33355,0.622287,1.61089,0,54.9669,0,0,0,0,58.5753,52.2807,54.2052,18.1101,1.325,1.46596,0.0366512,0.0173611,1.06626,5
2/10/2007 18:00,4369.02,0.102431,-0.0405093,2886,6114,3.91175,6.24204,9937.94,1200,3781,3250,470,1,1.33963,0.625,1.04286,0,52.3609,0,0,0,0,48.5922,44.7834,55.007,18.1052,1.325,1.39922,0.03424,0.0173611,1.13426,5
2/10/2007 18:10,4367.09,0.119792,72.309,2886,6114,3.90885,5.99682,9928.6,1200,3781,3250,470,1,1.46766,0.627713,0.792535,0,52.2406,0,0,0,0,53.1628,45.5853,53.8577,18.1004,1.325,1.33722,0.0318287,0.0173611,1.12269,5
2/10/2007 18:20,4366.38,0.137153,70.9722,2886,6114,3.90625,6.18586,9924.86,1200,3781,3250,470,1,1.38455,0.630425,1.02908,0,53.4835,0,0,0,0,62.1836,51.5591,54.2453,18.0973,1.325,1.35069,0.0294174,0.0173611,1.15741,5
2/10/2007 18:30,4368.5,0.161675,71.2963,2886,6114,3.90625,6.01526,9934.2,1200,3781,3250,470,1,1.46311,0.633138,0.899306,0,54.3255,0,0,0,0,57.3324,43.3,52.4812,18.0949,1.325,1.38889,0.0270062,0.0173611,1.01273,5
2/10/2007 18:40,4370.62,0.186994,-0.0405093,2886,6114,3.90625,6.09576,9943.55,1200,3781,3250,470,1,1.38466,0.5951,0.712095,0,53.6439,0,0,0,0,55.0872,56.2098,55.9492,18.0924,1.325,1.35417,0.0245949,0.0173611,1.10388,5
2/10/2007 18:50,4372.74,0.212312,-0.0405093,2886,6114,3.90625,6.28111,9952.89,1200,3781,3250,470,1,1.26628,0.546875,0.753038,0,53.0826,0,0,0,0,53.5236,55.1674,56.3301,18.09,1.325,1.38166,0.0229552,0.0173611,1.23264,5
2/10/2007 19:00,4374.86,0.23763,-0.0405093,2886,6114,3.90625,6.28111,9962.23,1200,3781,3250,470,1,1.17947,0.49865,0.93533,0,54.8066,0,0,0,0,53.9646,48.7927,55.3839,18.0876,1.325,1.44676,0.022473,0.0173611,1.0735,5
2/10/2007 19:10,4376.99,0.240162,-0.0405093,2886,6114,3.90625,6.20443,9971.58,1200,3781,3250,470,1,1.28964,0.529514,1.01071,0,53.2831,0,0,0,0,55.6485,50.677,55.3679,18.0852,1.325,1.35995,0.0219907,0.0173611,1.09165,5
2/10/2007 19:20,4379.07,0.532407,-0.0405093,2886,6114,3.90654,6.24277,9978.12,1200,3781,3250,470,1,1.41913,0.661632,1.04655,0,52.3609,0,0,0,0,50.8775,46.2668,54.7264,18.0912,1.325,1.42593,0.0215085,0.0173611,1.03092,5
2/10/2007 19:30,4381.04,0.434028,-0.0405093,2886,6114,3.90943,6.1934,9978.12,1200,3781,3250,470,1,1.28819,0.701563,1.29774,0,55.6485,0,0,0,0,53.3231,52.6416,55.7287,18.1009,1.325,1.30498,0.0210262,0.0173611,1.07928,5
2/10/2007 19:40,4383.02,0.381944,-0.0405093,2886,6114,3.91233,6.26501,9978.12,1200,3781,3250,470,1,1.4145,0.741493,1.08435,0,56.3702,0,0,0,0,54.8667,46.4272,55.1273,18.1105,1.325,1.36646,0.020544,0.0173611,1.13908,5
2/10/2007 19:50,4385,0.436921,-0.0405093,2886,6114,3.91522,6.19285,9978.12,1200,3781,3250,470,1,1.41862,0.781424,0.838542,0,54.0505,0,0,0,0,45.1443,54.6462,53.1828,18.1202,1.325,1.36285,0.0219907,0.0173611,1.14005,5
2/10/2007 20:00,4386.97,0.484664,-0.0405093,2886,6114,3.91811,6.17983,9978.12,1200,3781,3250,470,1,1.32313,0.821354,0.82487,0,53.7775,0,0,0,0,53.3231,53.8844,56.1697,18.1298,1.325,1.38889,0.026331,0.0173611,1.11786,5
2/10/2007 20:10,4388.95,0.532407,72.7951,2886,6114,3.92101,6.16536,9978.12,1200,3781,3250,470,1,1.32164,0.803901,0.934245,0,54.2653,0,0,0,0,48.1512,45.5452,54.6061,18.1395,1.325,1.3559,0.0306713,0.0173611,1.14077,5
2/10/2007 20:20,4389.68,0.566165,72.4653,2886,6114,3.92332,6.18508,9976.63,1200,3781,3250,470,1,1.36043,0.761854,1.43511,0,55.4881,0,0,0,0,57.6131,58.8158,58.2946,18.1407,1.325,1.37225,0.0350116,0.0173611,1.16464,5
2/10/2007 20:30,4387.51,0.599923,72.5723,2886,6114,3.92043,6.19502,9971.65,1200,3781,3250,470,1,1.39922,0.719808,1.06337,0,53.7241,0,0,0,0,54.9269,48.4719,54.3255,18.1383,1.325,1.40239,0.0393519,0.0173611,1.12731,5
2/10/2007 20:40,4385.34,0.633681,-0.000675154,2886,6114,3.91753,6.12165,9966.68,1200,3781,3250,470,1,1.43802,0.677761,1.22873,0,54.0448,0,0,0,0,49.0733,44.7032,55.9292,18.1359,1.325,1.31481,0.0436921,0.0173611,1.01056,5
2/10/2007 20:50,4383.17,0.665509,-0.0074267,2886,6114,3.91464,6.15075,9961.71,1200,3781,3250,470,1,1.25843,0.661097,1.52778,0,54.4491,0,0,0,0,50.7572,51.5992,56.3301,18.1334,1.325,1.31076,0.0457176,0.0168789,1.05035,5
2/10/2007 21:00,4381,0.697338,-0.0141782,2886,6114,3.91175,6.20052,9956.73,1200,3781,3250,470,1,1.33313,0.65531,1.27821,0,54.1491,0,0,0,0,55.1674,47.5097,53.9914,18.131,1.325,1.47569,0.0442708,0.0163966,1.12847,5
2/10/2007 21:10,4378.83,0.729167,-0.0209298,2886,6114,3.90885,6.29003,9951.76,1200,3781,3250,470,1,1.40784,0.649523,1.37969,0,53.7107,0,0,0,0,48.512,49.3941,54.4858,18.1286,1.325,1.40625,0.0428241,0.0159144,1.1441,5
2/10/2007 21:20,4377.97,0.748843,-0.0276813,2886,6114,3.90513,6.21624,9949.77,1200,3781,3250,470,1,1.41937,0.643736,1.56892,0,53.4033,0,0,0,0,54.8868,48.6323,55.3478,18.1279,1.325,1.38166,0.0413773,0.0154321,1.08073,5
2/10/2007 21:30,4380.14,0.768519,-0.0344329,2886,6114,3.89391,6.17875,9954.74,1200,3781,3250,470,1,1.38879,0.637948,1.61122,0,53.1227,0,0,0,0,55.007,47.9908,56.0895,18.1279,1.325,1.2963,0.0399306,0.0149498,1.07494,5
2/10/2007 21:40,4382.31,0.788194,-0.0405093,2886,6114,3.88269,6.26828,9959.72,1200,3781,3250,470,1,1.35821,0.632161,1.21332,0,54.105,0.00066821,0,0,0,49.3406,52.9222,54.3255,18.1279,1.325,1.33536,0.0384838,0.0144676,1.01563,5
2/10/2007 21:50,4384.48,0.80787,-0.0405093,2886,6114,3.87147,6.35778,9964.69,1200,3781,3250,470,1,1.32763,0.630046,1.21723,0,53.8243,0.00735031,0,0,0,55.0471,47.1489,53.3151,18.1279,1.325,1.34838,0.0374228,0.0149498,1.07494,5
2/10/2007 22:00,4386.65,0.827546,-0.0405093,2886,6114,3.86025,6.13736,9969.66,1200,3781,3250,470,1,1.29705,0.629503,1.37836,0,55.9693,0.0140324,0,0,0,57.5329,45.7857,54.125,18.1279,1.325,1.52488,0.0369406,0.0154321,1.02431,5
2/10/2007 22:10,4388.82,0.835262,72.0984,2886,6114,3.88792,6.26157,9974.64,1200,3781,3250,470,1,1.29026,0.62896,1.02843,0,54.0715,0.0207145,0,0,0,54.4858,54.0849,54.2052,18.1279,1.325,1.37008,0.0364583,0.0159144,1.26736,5
2/10/2007 22:20,4389.68,0.842978,70.5266,2886,6114,3.898,5.98659,9976.63,1200,3781,3250,470,1,1.4711,0.628418,1.08344,0,54.5126,0.0273966,0,0,0,49.8752,52.0803,53.243,18.1431,1.325,1.35706,0.0359761,0.0163966,1.03588,5
2/10/2007 22:30,4387.51,0.850694,72.0255,2886,6114,3.88884,6.20443,9971.65,1200,3781,3250,470,1,1.41432,0.627875,1.48633,0,53.9646,0.0340787,0,0,0,48.2715,44.7433,54.3455,18.1648,1.325,1.33898,0.0354938,0.0168789,1.06771,5
2/10/2007 22:40,4385.34,0.85841,-0.0405093,2886,6114,3.87968,6.09628,9966.68,1200,4511,3250,470,1,1.35753,0.627333,1.41276,0,53.2029,0.0394244,0,0,0,50.1959,48.512,54.6863,18.1865,1.325,1.41782,0.0350116,0.0173611,1.1087,5
2/10/2007 22:50,4383.17,0.866127,-0.0405093,2886,6114,3.87051,6.28851,9961.71,1200,4511,3250,470,1,1.29026,0.624259,1.71615,0,53.4835,0.0327423,0,0,0,47.2692,53.6038,54.8667,18.2082,1.325,1.39757,0.0349151,0.0173611,1.24711,5
2/10/2007 23:00,4381,0.873843,-0.0405093,2886,6114,3.86135,6.39564,9956.73,1200,4511,3250,470,1,1.15303,0.620099,1.43218,0,53.5837,0.0260602,0,0,0,53.9245,44.6231,55.5282,18.2299,1.325,1.32813,0.0353974,0.0173611,1.0735,5
2/10/2007 23:10,4378.83,0.866127,-0.0405093,2886,6114,3.85219,6.35019,9951.76,1200,4511,3250,470,1,1.2358,0.61594,1.17209,0,53.243,0.0193781,0,0,0,53.5637,57.3124,53.3499,18.2516,1.325,1.38021,0.0358796,0.0173611,1.12269,5
2/10/2007 23:20,4377.97,0.85841,-0.0405093,2886,6114,3.90625,6.20226,9948.41,1200,4511,3250,470,1,1.31858,0.61178,0.968967,0,54.5259,0.012696,0,0,0,48.8328,42.2776,53.8844,18.253,1.325,1.33391,0.0363619,0.0173611,1.0735,5
2/10/2007 23:30,4380.14,0.850694,-0.0405093,2886,7145,3.90625,6.26924,9948.87,1200,4511,3250,470,1,1.40135,0.607621,0.968967,0,54.0849,0.00601389,0,0,0,49.3941,58.014,55.0471,18.2458,1.325,1.39853,0.0368441,0.0173611,1.12944,5
2/10/2007 23:40,4382.31,0.842978,-0.0405093,2886,7145,3.90625,6.18839,9949.32,1200,4511,3250,470,1,1.24284,0.603461,1.75651,0,53.7241,0,0,0,0,52.4612,48.071,54.7464,18.2386,1.325,1.36574,0.0373264,0.0173611,1.01563,5
2/10/2007 23:50,4384.48,0.835262,-0.0405093,2886,7145,3.90625,6.48293,9949.77,1200,4511,3250,470,1,1.56076,0.927387,1.93359,0,54.3885,0,0,0,0,64.5892,53.9646,53.6038,18.2313,1.325,1.34838,0.0372299,0.0168789,1.17766,5
3/10/2007 0:00,4386.65,0.827546,-0.0405093,2886,7145,3.90625,6.17332,9950.22,1200,4511,3250,460,0,1.43045,0.84796,1.70992,0,53.0225,0,0,0,0,51.7595,49.5144,54.8226,18.2241,1.459,1.38792,0.0362654,0.0163966,1.09086,5
3/10/2007 0:10,4388.82,0.851418,70.8102,2886,7145,3.90625,6.17441,9950.67,1200,4511,3250,460,0,1.2946,0.768533,1.7105,0,55.3278,0,0,0,0,54.2052,51.3987,54.9188,18.2169,1.459,1.34144,0.0353009,0.0159144,1.17332,5
3/10/2007 0:20,4389.68,0.875289,72.147,2886,7145,3.90818,6.07904,9950.86,1200,4511,3250,460,0,1.37164,0.709274,1.6441,0,53.7441,0,0,0,0,53.0225,44.73,54.0649,18.2434,1.459,1.30787,0.0343364,0.0154321,1.00984,5
3/10/2007 0:30,4387.51,0.899161,72.0602,2886,7145,3.913,6.37008,9950.4,1200,4511,3250,460,0,1.43199,0.66346,1.51584,0,53.684,0,0,0,0,50.1157,59.8181,54.3656,18.2844,1.459,1.32234,0.0333719,0.0149498,1.16319,5
3/10/2007 0:40,4385.34,0.923032,-0.0405093,2886,7145,3.91782,6.08652,9949.95,1200,4511,3250,460,0,1.34214,0.617646,0.825738,0,52.7418,0,0,0,0,55.6886,50.4365,54.8868,18.3254,1.459,1.30787,0.0324074,0.0144676,1.114,5
3/10/2007 0:50,4383.17,0.972222,-0.0405093,2886,7145,3.92265,6.30237,9949.5,1200,4511,3250,460,0,1.2523,0.571832,1.34505,0,54.0047,0,0,0,0,50.4966,47.63,54.6061,18.3664,1.459,1.27025,0.0314429,0.0144676,0.981316,5
3/10/2007 1:00,4381,1.02141,-0.0405093,2886,7145,3.92747,6.13462,9949.05,1200,4511,3250,460,0,1.2691,0.545645,1.08203,0,54.2854,0,0,0,0,49.6346,49.4743,53.7642,18.4074,1.459,1.30208,0.0304784,0.0144676,1.0735,5
3/10/2007 1:10,4378.83,1.0706,-0.0405093,2886,7145,3.93229,6.43181,9948.59,1200,4511,3250,460,0,1.35699,0.696108,1.25586,0,53.7241,0,0,0,79.9446,46.0664,53.704,55.2075,18.4484,1.459,1.31655,0.0295139,0.0144676,1.06771,5
3/10/2007 1:20,4377.31,1.31134,-0.0405093,2886,7145,3.93441,6.32672,9948.28,1200,4511,3250,460,0,1.34345,1.04167,1.92231,0,53.4835,0,0,0,68.0371,49.9153,45.2645,54.566,18.4438,1.459,1.33681,0.0285494,1.88368,1.04977,5
3/10/2007 1:30,4377.31,1.25463,-0.0405093,2886,7145,3.93248,6.41071,9948.28,1200,4511,3250,460,0,1.26228,1.14603,2.29553,0,53.6573,0,0,0,69.1196,55.1273,44.9438,54.8467,18.4197,1.459,1.36863,0.0275849,1.90345,1.07422,5
3/10/2007 1:40,4377.31,1.16609,-0.0405093,2886,7145,3.93056,6.12811,9948.28,1200,4511,3250,460,0,1.20475,1.09572,2.39622,0,54.0448,0,0,0,74.6123,52.1204,44.3424,53.7241,18.3955,1.459,1.3087,0.0266204,1.92254,0.970293,5
3/10/2007 1:50,4377.31,0.923032,-0.0405093,2886,7145,3.92863,6.48618,9948.28,1200,4511,3250,460,0,1.33423,1.04542,2.49692,0,54.9269,0,0,0,71.445,50.9176,51.3987,56.731,18.3714,1.459,1.32089,0.0268133,1.90538,1.19502,5
3/10/2007 2:00,4377.31,0.679977,-0.0405093,2886,7145,3.9267,6.16729,9948.28,1200,4511,3250,460,0,1.2325,0.995107,2.3718,0,53.4702,0,0,0,67.1952,46.8281,44.6632,56.4504,18.3473,1.459,1.35937,0.0287423,1.86921,0.932677,5
3/10/2007 2:10,4377.31,0.419271,72.1065,2886,7145,3.92477,6.18521,9948.28,1200,4511,3250,460,0,1.34332,0.9448,2.1499,0,53.8444,0.00133642,0,0,0,54.8066,48.7927,53.4434,18.3232,1.459,1.39902,0.0306713,0.836227,1.04167,5
3/10/2007 2:20,4377.31,0.292921,71.3368,2611,7145,3.92361,5.92134,9948.28,1200,4511,3250,460,0,1.39788,0.864583,1.66037,0,54.2052,0.0147006,0,0,0,56.5706,45.024,55.9693,18.3092,1.459,1.4046,0.0326003,0.052662,1.05179,5
3/10/2007 2:30,4377.31,0.357542,71.4907,2611,7145,3.92361,6.26374,9948.28,1200,4511,3250,460,0,1.45244,0.740451,1.20747,0,54.8066,0.0280648,0,0,0,58.0942,49.8351,53.7642,18.2996,1.459,1.39815,0.0345293,0.046875,1.0735,5
3/10/2007 2:40,4377.31,0.422164,-0.0405093,2611,7145,3.92361,6.04415,9948.28,1200,4511,3250,460,0,1.50701,0.766493,1.21832,0,54.8066,0.0400926,0,0,0,47.8906,44.7032,55.3278,18.2899,1.459,1.28834,0.0364583,0.041088,1.01563,5
3/10/2007 2:50,4377.31,0.480324,-0.0405093,2611,7145,3.92361,6.21998,9948.28,1200,4511,3250,460,0,1.48717,0.792535,0.983073,0,56.6107,0.0400926,0,0,0,52.6817,43.1797,56.6709,18.2803,1.459,1.40336,0.0374228,0.0353009,0.925926,5
3/10/2007 3:00,4377.31,0.748553,-0.0405093,2611,7145,3.92361,6.13046,9948.28,1200,4511,3250,460,0,1.39292,0.818576,1.29766,0,55.5282,0.0400926,0,0,0,54.4056,44.6231,55.2075,18.2706,1.459,1.38021,0.0369406,0.0295139,1.00116,5
3/10/2007 3:10,4377.31,0.93316,-0.0405093,2611,7145,3.92361,6.4171,9948.28,1200,4511,3250,460,0,1.29867,0.844618,1.43288,0,55.1674,0.0400926,0,0,0,50.2761,46.7881,54.8266,18.261,1.459,1.35747,0.0364583,0.0237269,1.02177,5
3/10/2007 3:20,4377.37,1.02093,-0.0405093,2611,7145,3.92245,6.07006,9948.28,1200,4511,3250,460,0,1.20443,0.87066,1.56809,0,53.2563,0.0400926,0,0,66.4334,51.7595,46.9484,54.7932,18.2784,1.459,1.27411,0.0359761,1.05903,0.978009,5
3/10/2007 3:30,4377.57,0.987172,-0.0405093,2611,7145,3.91956,6.25,9948.28,1200,4511,3250,460,0,1.36068,1.06825,2.01606,0,53.5236,0.0400926,0,0,66.1929,59.2168,53.8043,57.0919,18.3073,1.459,1.35561,0.0354938,1.906,1.06289,5
3/10/2007 3:40,4377.76,0.953414,-0.0405093,2611,7145,3.91667,6.07548,9948.28,1200,4511,3250,460,0,1.4492,1.12052,2.52355,0,54.8868,0.0400926,0,0,67.5159,51.1581,48.7927,54.125,18.3362,1.459,1.34549,0.0350116,1.94059,1.23264,5
3/10/2007 3:50,4377.95,0.923032,-0.0405093,2611,7145,3.91377,6.35435,9948.28,1200,4511,3250,460,0,1.47,0.904948,2.40495,0,53.263,0.0400926,0,0,67.556,56.6107,43.4604,54.125,18.3652,1.459,1.40046,0.0345293,1.96631,0.9375,5
3/10/2007 4:00,4378.14,0.633681,-0.0405093,2611,7145,3.91088,6.11497,9948.28,1200,4511,3250,460,0,1.4908,1.23155,2.56532,0,55.0471,0.0400926,0,0,65.0703,51.96,43.3,55.8891,18.3941,1.459,1.39583,0.0340471,1.99203,1.04601,5
3/10/2007 4:10,4378.34,0.362269,72.6736,2611,7145,3.90799,6.19695,9948.28,1200,4511,3250,460,0,1.51159,1.20171,2.27452,0,54.4457,0.0400926,0,0,0,50.3162,43.8212,55.9292,18.423,1.459,1.36863,0.0335648,0.905671,1.09896,5
3/10/2007 4:20,4379.07,0.175637,70.4456,2611,7145,3.91092,6.09664,9948.28,1200,4511,3250,460,0,1.53239,0.835503,1.53364,0,54.1651,0.0400926,0,0,0,49.5544,46.3069,56.6909,18.4334,1.459,1.46123,0.0330826,0.052662,1.01852,5
3/10/2007 4:30,4381.04,0.0972222,72.0295,2611,7145,3.9226,6.29015,9948.28,1200,4511,3250,460,0,1.55319,0.733073,1.12912,0,54.3656,0.0400926,0,0,0,47.7302,62.2237,53.9646,18.4358,1.459,1.38383,0.0326003,0.046875,1.17188,5
3/10/2007 4:40,4383.02,0.172454,-0.0405093,2611,7145,3.93427,6.1509,9948.28,1200,4511,3250,460,0,1.523,0.630642,1.18572,0,51.519,0.0394244,0,0,0,52.6282,54.566,55.428,18.4382,1.459,1.31816,0.0321181,0.041088,1.09086,5
3/10/2007 4:50,4385,0.25434,-0.0405093,2611,7145,3.94595,6.33261,9948.28,1200,4511,3250,460,0,1.44184,0.604384,1.06593,0,53.684,0.0327423,0,0,0,47.6701,60.3794,53.9646,18.4406,1.459,1.34259,0.03125,0.0353009,1.08507,5
3/10/2007 5:00,4386.97,0.392072,-0.0405093,2611,7145,3.95762,6.2314,9948.28,1200,4511,3250,460,0,1.36068,0.654297,0.991175,0,53.0625,0.0260602,0,0,0,54.566,49.8351,54.566,18.443,1.459,1.3397,0.0298032,0.0295139,1.00116,5
3/10/2007 5:10,4388.95,0.478299,-0.0405093,2611,7145,3.9693,6.35902,9948.28,1200,4511,3350,460,0,1.40092,0.70421,1.32176,0,53.9245,0.0193781,0,0,0,47.9507,44.7032,54.4457,18.4455,1.459,1.33608,0.0283565,0.0237269,1.07928,5
3/10/2007 5:20,4389.74,0.429109,-0.0405093,2611,7145,3.95727,6.07856,9948.41,1200,4511,3350,460,0,1.44117,0.754123,1.5803,0,54.3174,0.012696,0,0,0,59.8181,46.1065,56.9315,18.4529,1.459,1.39385,0.0269097,0.0200617,1.08362,5
3/10/2007 5:30,4387.77,0.379919,-0.0405093,2611,7145,3.93509,6.16425,9948.87,1200,4511,3350,460,0,1.48142,0.804036,1.38173,0,55.0872,0.00601389,0,0,0,50.9176,44.6231,55.093,18.4626,1.459,1.32234,0.025463,0.0195795,1.02431,5
3/10/2007 5:40,4385.79,0.328125,-0.0405093,2611,7145,3.91291,6.23068,9949.32,1200,4511,3350,460,0,1.52166,0.772569,0.939887,0,53.6038,0.00066821,0,0,0,53.7241,46.6678,55.7688,18.4722,1.459,1.28762,0.0240162,0.0190972,1.08941,5
3/10/2007 5:50,4383.81,0.252894,-0.0405093,2611,7145,3.97203,6.3366,9949.77,1200,4511,3350,460,0,1.56191,0.659722,1.29492,0,54.2854,0.00735031,0,0,0,47.4696,49.354,55.3278,18.4819,1.459,1.38021,0.0241127,0.018615,1.11979,5
3/10/2007 6:00,4381.83,0.175637,-0.0405093,2611,7145,3.9701,6.10966,9950.22,1200,4511,3350,460,0,1.66016,0.63784,1.34722,0,55.3679,0.0140324,0,0,0,59.337,54.145,55.6084,18.4915,1.459,1.34259,0.0265239,0.0181327,1.14222,5
3/10/2007 6:10,4379.86,0.0852141,71.1343,2611,7145,3.96817,6.14439,9950.67,1200,4511,3350,460,0,1.47244,0.706923,1.17687,0,53.1227,0.0207145,0,0,0,54.4858,53.3231,56.8513,18.5012,1.459,1.41956,0.0289352,0.0176505,1.08218,5
3/10/2007 6:20,4378.41,0.0403646,71.8148,2611,7145,3.96624,6.0735,9950.86,1200,4511,3350,460,0,1.54785,0.776005,0.970269,0,52.4812,0.0273966,0,0,0,61.3417,50.6369,55.1674,18.4546,1.459,1.58565,0.0313465,0.0173611,1.09086,5
3/10/2007 6:30,4378.22,0,71.2963,2611,7145,3.96431,6.20153,9950.4,1200,4511,3350,460,0,1.62326,0.755208,0.928711,0,52.4411,0.0340787,0,0,0,56.4905,46.4807,55.3545,18.3841,1.459,1.72743,0.0337577,0.0173611,1.10966,5
3/10/2007 6:40,4378.03,0,14.1377,2611,7145,3.96238,6.15017,9949.95,1200,4511,3350,460,0,1.44857,0.644531,1.01714,0,54.566,0.0394244,0,0,0,43.741,49.8752,54.0849,18.3135,1.459,1.8627,0.036169,0.0173611,1.08796,5
